1,118.727112,1026,0
1,119.111251,1026,0
1,118.501514,1026,0
1,118.673496,1026,0
2,64.681443,1065,37
2,64.670542,1067,39
2,64.348446,1065,37
2,64.570765,1067,39
3,47.891809,1107,77
3,45.746115,1091,61
3,46.360684,1091,61
3,45.551788,1089,59
4,43.940099,1129,97
4,48.738072,1144,112
4,40.040349,1113,81
4,47.500830,1131,99
5,39.932127,1167,133
5,43.735771,1144,110
5,49.889665,1133,99
5,51.160544,1156,122
6,32.829185,1171,135
6,46.460184,1162,126
6,37.382127,1186,150
6,33.494746,1188,152
7,36.780032,1198,160
7,34.162408,1220,182
7,28.552751,1253,215
7,25.012611,1211,173
8,26.378375,1227,187
8,28.192743,1247,207
8,28.897622,1227,187
8,26.765841,1235,195
9,30.874435,1252,210
9,31.443089,1254,212
9,29.977409,1277,235
9,30.960008,1282,240
10,26.615457,1286,242
10,30.861355,1290,246
10,33.311583,1251,207
10,29.336241,1271,227
11,23.339307,1320,274
11,22.927865,1296,250
11,26.645567,1268,222
11,28.265534,1294,248
12,25.175405,1316,268
12,23.576084,1356,308
12,23.984201,1338,290
12,27.809529,1291,243
13,23.621680,1361,311
13,23.893414,1335,285
13,28.578382,1339,289
13,24.516567,1321,271
14,24.925967,1393,341
14,21.259068,1345,293
14,25.429726,1378,326
14,20.568792,1363,311
15,19.763022,1370,316
15,21.523615,1396,342
15,20.704733,1421,367
15,20.191597,1366,312
16,20.620175,1421,365
16,21.857208,1393,337
16,23.743270,1438,382
16,20.796847,1386,330
17,19.368127,1420,362
17,22.074024,1437,379
17,22.585263,1399,341
17,21.064893,1458,400
18,18.230410,1440,380
18,18.799107,1452,392
18,21.328046,1413,353
18,17.782828,1476,416
19,18.387467,1498,436
19,22.168210,1445,383
19,16.734574,1503,441
19,20.763407,1483,421
20,19.513661,1464,400
20,16.674163,1442,378
20,18.801234,1469,405
20,16.025032,1446,382
21,20.285984,1472,406
21,21.091737,1558,492
21,20.258123,1507,441
21,16.920819,1513,447
22,17.138178,1480,412
22,19.165840,1522,454
22,18.006047,1469,401
22,17.059267,1496,428
23,18.461348,1553,483
23,19.811143,1593,523
23,17.297309,1551,481
23,16.784920,1568,498
24,16.709245,1560,488
24,16.693220,1604,532
24,16.856584,1527,455
24,16.141571,1560,488
25,15.484146,1597,523
25,16.195018,1554,480
25,17.673910,1565,491
25,15.642389,1542,468
26,17.217302,1626,550
26,16.440827,1618,542
26,16.716422,1572,496
26,17.117952,1594,518
27,15.892693,1531,453
27,18.710272,1679,601
27,17.003580,1566,488
27,17.240347,1628,550
28,16.284561,1614,534
28,15.657099,1602,522
28,15.266849,1629,549
28,16.514604,1626,546
29,14.681160,1620,538
29,16.146996,1672,590
29,15.086122,1656,574
29,16.963653,1698,616
30,17.646041,1682,598
30,16.334069,1695,611
30,17.739705,1674,590
30,14.215473,1634,550
31,16.542456,1685,599
31,16.616176,1595,509
31,14.668312,1684,598
31,13.032718,1622,536
