
4	0.028849	
4	0.027858	
4	2.178772	
4	2.378091	
4	2.734984	
4	2.721680	
4	2.714178	
4	2.902009	
4	2.628474	
4	2.432076	
4	2.854439	
4	2.743907	
4	2.259275	
4	8.475586	
4	10.275072	
1	20.727930	
2	14.872456	
3	11.500150	
3	10.964841	
3	10.275369	
3	11.620667	
3	15.665762	
4	9.787261	
1	20.493561	
1	20.225894	
1	20.760111	
1	20.335261	
4	9.885578	
4	10.504742	
4	8.142551	
4	8.516162	
4	10.157014	
4	10.319792	
4	8.021362	
4	7.190617	
4	9.563815	
4	9.963862	
4	8.258157	
4	10.904554	
4	10.693191	
4	9.656548	
4	10.482155	
1	35.847530	
